cohort,TOT,AB,MFH,SFH,TH
1846,33.09706672104835,27.376280549203443,18.567616283551192,49.28120549040728,35.46023920356198
1847,33.066714650603245,27.348601153179853,18.551808328372324,49.23468079764457,35.43067262409498
1848,33.0350354204686,27.31964029261927,18.534888172625244,49.18680308692375,35.399691878940445
1849,33.00202731527556,27.28939339934532,18.516855813413216,49.1375723576657,35.367296951119464
1850,32.967688516992524,27.257855634106416,18.497711247521956,49.08698860921421,35.333487821988825
1851,32.9320170989337,27.225021870964323,18.477454471385062,49.035051840826036,35.298264471078916
1852,32.89501101943205,27.19088668082715,18.45608548104571,48.981762051659175,35.26162687591582
1853,32.856668115159096,27.155444314084253,18.433604272114266,48.92711924075983,35.22357501182624
1854,32.81698609407403,27.118688682299016,18.410010839721245,48.871123407047655,35.18410885172356
1855,32.77596252798251,27.08061333891375,18.3853051784653,48.813774549298934,35.14322836587316
1856,32.733594844686316,27.041211458919562,18.359487282355506,48.75507266612761,35.10093352163531
1857,32.68988031970319,27.00047581744236,18.332557144747586,48.695017755963846,35.057224283182876
1858,32.64481606753565,26.958398767194616,18.30451475827313,48.633609817029644,35.012100611192146
1859,32.59839903246728,26.914972214741162,18.27536011476136,48.57084884731139,34.965562462503655
1860,32.55062597886368,26.870187595525852,18.24509320515239,48.50673484452862,34.91760978975043
1861,32.501493480955084,26.824035847604673,18.213714019401284,48.44126780609883,34.86824254095041
1862,32.45099791207632,26.776507384029806,18.181222546371824,48.374447729097476,34.81746065905973
1863,32.39913543333996,26.727592063827977,18.14761877371893,48.30627461021285,34.765264081483004
1864,32.34590198171715,26.677279161515962,18.112902687758506,48.23674844569497,34.7116527395366
1865,32.29129325750058,26.625557335095127,18.07707427332343,48.16586923129759,34.65662655786043
1866,32.23530471112348,26.572414592467204,18.04013351360421,48.09363696221286,34.60018545377331
1867,32.177931529307926,26.517838256212805,18.002080389972665,48.02005163299716,34.54232933656656
1868,32.119168620515765,26.461814926675288,17.962914881786862,47.945113237487185,34.48305810672991
1869,32.05901059967542,26.404330443293034,17.922636966175375,47.86882176870509,34.422371655103426
1870,31.997451772157532,26.345369844124743,17.881246617798606,47.79117721875121,34.36026986194832
1871,31.934486116972714,26.284917323514257,17.838743808584905,47.71217957868241,34.296752595928936
1872,31.870107269165523,26.22295618784412,17.795128507438676,47.631828838374744,34.23181971299766
1873,31.804308501378717,26.15946880933041,17.75040067991769,47.55012498636789,34.165471055173406
1874,31.737082704563594,26.0944365778159,17.704560287876333,47.46706800968927,34.097706449203706
1875,31.66842236781275,26.02783985052355,17.65760728907126,47.382657893655,34.028525705099455
1876,31.59831955729378,25.959657899739096,17.60954163672542,47.296894621644704,33.95792861453019
1877,31.526765894264436,25.8898688583992,17.560363279046427,47.20977817484688,33.88591494906686
1878,31.453752532151892,25.818449663570444,17.510072158694157,47.12130853197077,33.81248445825771
1879,31.37927013268254,25.745375997815938,17.458668212192638,47.03148566892059,33.737636867521644
1880,31.30330884105177,25.67062222845809,17.406151369280273,46.9403095584269,33.66137187584178
1881,31.22585826012813,25.594161344761552,17.352521552192147,46.8477801696298,33.58368915324069
1882,31.146907423691047,25.515964893076788,17.297778674867352,46.75389746760753,33.50458833801659
1883,31.066444768707516,25.43600291000448,17.241922642073657,46.65866141284336,33.42406903371847
1884,30.984458106660203,25.35424385366311,17.184953348441,46.56207196062272,33.342130805835396
1885,30.90093459394723,25.270654533167683,17.126870677394557,46.4641290603514,33.258773178173605
