time,TOT,AB,MFH,SFH,TH
1916,20779.168292508886,8.701773383946968,1142.9323088646297,2512.363906795212,17115.170303465096
1917,20994.93721604996,9.741393678274868,1158.1903667225192,2564.2885383899634,17262.7169172592
1918,21215.54978177126,10.852735165534597,1173.8759414764568,2618.0035397658153,17412.817565363453
1919,21441.344241781637,12.03859203630552,1190.0153529546346,2673.6180712480846,17565.672225542614
1920,21672.675694942984,13.301942055168086,1206.636373567298,2731.2483946785815,17721.48898464194
1921,21909.915451912388,14.64594624788364,1223.7682032956702,2791.0180043407627,17880.48329802807
1922,22153.4503861564,16.073946771384115,1241.4414415443239,2853.0577536985497,18042.877244142146
1923,22403.682257425655,17.589462816847906,1259.6880547916098,2917.5059746778793,18208.898765139314
1924,22661.023100359063,19.19616516244365,1278.5410706343666,2984.5076967128593,18378.778167849392
1925,22925.885227566392,20.897817890457592,1298.0338891198937,3054.2125608076403,18552.740959748404
1926,23198.67946788826,22.698253810517254,1318.2001480597808,3126.7745216781395,18731.006544339823
1927,23479.814775283063,24.601354779635233,1339.073679738713,3202.3518527378124,18913.787888026898
1928,23769.697822734153,26.61103056501669,1360.688464435877,3281.1071452057895,19101.29118252747
1929,24068.732584675054,28.731196293759055,1383.0785808959336,3363.2073019615805,19293.715505523785
1930,24377.319907039404,30.965748530982697,1406.2781535803026,3448.823525774364,19491.25247915375
1931,24695.85706394474,33.31854004710524,1430.3212965150287,3538.131301489576,19694.085925893032
1932,25024.74689589054,35.79340807323792,1455.2445627094978,3631.3099842924316,19902.398940815376
1933,25364.447157675997,38.39444358251951,1481.1003045095617,3728.540465185593,20116.41194439832
1934,25715.392990977314,41.12551923616302,1507.9431692062326,3829.998190561695,20336.326111973223
1935,26077.94465924244,43.98991192421314,1535.8246880224897,3935.8417105983376,20562.288348697402
1936,26452.386436046705,46.99023315958339,1564.7932253855465,4046.2113151358476,20794.391662365728
1937,26838.92831754381,50.12838208828923,1594.8941076373715,4161.228430750051,21032.677397068102
1938,27237.707609950397,53.40550311268287,1626.1697233693005,4280.995024943844,21277.137358524567
1939,27648.790403309536,56.821948545275255,1658.6595945565577,4405.5930205380055,21527.7158396697
1940,28072.17293339105,60.37724665368427,1692.4004169229336,4535.083720927538,21784.311548886904
1941,28507.782833698977,64.07007545154042,1727.426067901131,4669.507246853111,22046.779443493197
1942,28955.48027969513,67.89824257602798,1763.7675804915234,4808.881985324261,22314.932471303317
1943,29415.056744177797,71.85865455291673,1801.4529033422773,4953.203397814312,22588.54178846829
1944,29886.203108834685,75.9470619703735,1840.5042090376633,5102.4339808485365,22867.317856978116
1945,30368.486657368197,80.15786869940929,1880.9357342586459,5256.495399475483,23150.897654934655
